,id,host_id,neighborhood_group,neighborhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,host_listings_count,availability_365,num_reviews_ltm,price_category
0,40218685.0,39450649,Pankow,Buch,52.63136,13.51879,Entire home/apt,51,1,11,0.4,21,345,8,middle_price
1,37849210.0,286623313,Tempelhof - Schöneberg,Lichtenrade,52.37272,13.41607,Entire home/apt,40,28,2,0.07,1,352,0,middle_price
2,40218814.0,39450649,Pankow,Buch,52.63136,13.51879,Entire home/apt,87,1,3,0.16,21,304,2,high_price
3,32431502.0,243598169,Spandau,Falkenhagener Feld,52.5572,13.14205,Entire home/apt,55,3,16,0.43,1,215,5,middle_price
4,5.46874e+17,156670608,Spandau,Gatow / Kladow,52.45472,13.1089,Entire home/apt,90,3,4,2.55,1,251,4,high_price
5,40217684.0,39450649,Pankow,Buch,52.63136,13.51879,Entire home/apt,87,1,2,0.25,21,354,2,high_price
6,21823782.0,39450649,Pankow,Buch,52.6315,13.51887,Entire home/apt,75,1,5,0.1,21,356,1,middle_price
7,49832233.0,39450649,Pankow,Buch,52.631359,13.518578,Entire home/apt,116,1,1,0.14,21,354,1,high_price
8,7805727.0,12996513,Treptow - Köpenick,Rahnsdorf/Hessenwinkel,52.45668,13.70262,Entire home/apt,89,2,57,0.8,5,111,3,high_price
9,20564821.0,67697339,Treptow - Köpenick,Rahnsdorf/Hessenwinkel,52.46996,13.68417,Entire home/apt,70,3,31,0.56,1,78,0,middle_price
10,2538188.0,12996513,Treptow - Köpenick,Rahnsdorf/Hessenwinkel,52.45668,13.70262,Entire home/apt,89,2,102,1.05,5,111,4,high_price
12,17278449.0,3579991,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.36533,13.694601,Entire home/apt,85,7,14,0.23,2,156,0,high_price
13,16585524.0,109350687,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.40017,13.11369,Entire home/apt,40,1,32,0.51,1,69,2,middle_price
14,32620049.0,245242148,Spandau,Gatow / Kladow,52.470181,13.10836,Entire home/apt,88,3,20,0.54,2,275,4,high_price
15,48741117.0,3044214,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.34610377,13.66003689,Entire home/apt,150,6,0,0.0,4,114,0,high_price
16,50782817.0,220321,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.37501,13.61711,Entire home/apt,53,30,1,0.23,1,202,1,middle_price
17,30525297.0,35931218,Treptow - Köpenick,Rahnsdorf/Hessenwinkel,52.45571,13.70332,Entire home/apt,150,5,0,0.0,1,254,0,high_price
19,43633683.0,294229983,Spandau,Gatow / Kladow,52.46421,13.10663,Entire home/apt,75,3,10,0.47,1,179,8,middle_price
22,19458429.0,26526296,Steglitz - Zehlendorf,Ostpreußendamm,52.40715,13.298,Entire home/apt,186,3,61,1.08,2,6,6,high_price
23,51136724.0,270224489,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.37367,13.61502,Private room,23,3,1,1.0,1,144,1,low_price
24,10503380.0,49848496,Steglitz - Zehlendorf,Teltower Damm,52.41851,13.24046,Private room,23,2,82,1.1,2,79,2,low_price
25,6587489.0,21376717,Neukölln,Buckow,52.41155,13.43745,Entire home/apt,52,3,130,1.6,1,257,5,middle_price
26,32652875.0,39450649,Pankow,Buch,52.63136,13.51858,Entire home/apt,98,1,5,0.14,21,185,4,high_price
27,16222654.0,25310144,Lichtenberg,"Malchow, Wartenberg und Falkenberg",52.58003,13.56731,Entire home/apt,132,4,12,0.2,1,318,2,high_price
28,48523733.0,23851163,Treptow - Köpenick,Altglienicke,52.39769,13.52113,Entire home/apt,38,30,0,0.0,4,263,0,middle_price
29,7007868.0,36734250,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.36969,13.64134,Entire home/apt,50,2,130,1.6,1,250,15,middle_price
30,53246110.0,39450649,Pankow,Buch,52.631359,13.518578,Entire home/apt,39,1,0,0.0,21,343,0,middle_price
31,40218585.0,39450649,Pankow,Buch,52.63136,13.51879,Entire home/apt,51,1,1,0.06,21,345,0,middle_price
32,9538198.0,42048631,Steglitz - Zehlendorf,Drakestr.,52.41227,13.29133,Entire home/apt,124,2,19,0.26,8,0,0,high_price
33,34696146.0,154191012,Treptow - Köpenick,Rahnsdorf/Hessenwinkel,52.45839,13.70499,Entire home/apt,75,5,11,0.33,1,333,4,middle_price
34,5.77298e+17,24269025,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.39594591,13.12263819,Entire home/apt,10,1,0,0.0,2,263,0,low_price
35,7188335.0,1503873,Marzahn - Hellersdorf,Mahlsdorf,52.47966,13.61938,Entire home/apt,70,3,37,0.55,2,283,3,middle_price
37,51533606.0,391512822,Spandau,Falkenhagener Feld,52.55841,13.1353,Entire home/apt,95,1,0,0.0,1,364,0,high_price
38,2538833.0,12996513,Treptow - Köpenick,Rahnsdorf/Hessenwinkel,52.45668,13.70262,Entire home/apt,95,2,86,1.02,5,0,3,high_price
39,9918551.0,50992051,Neukölln,Buckow,52.4143,13.44244,Entire home/apt,41,3,7,0.16,1,171,0,middle_price
40,53245942.0,39450649,Pankow,Buch,52.631359,13.518578,Entire home/apt,39,1,1,0.45,21,206,1,middle_price
41,26041787.0,26526296,Steglitz - Zehlendorf,Ostpreußendamm,52.40545,13.29786,Entire home/apt,186,3,34,0.76,2,2,0,high_price
42,460213.0,2288567,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.39221,13.7082,Private room,30,2,26,0.27,2,324,8,low_price
43,43814349.0,350317605,Steglitz - Zehlendorf,Teltower Damm,52.41159,13.24632,Private room,49,2,2,0.21,1,363,2,middle_price
44,33057321.0,113021920,Marzahn - Hellersdorf,Mahlsdorf,52.53292,13.65559,Entire home/apt,15,1,2,0.06,2,278,1,low_price
45,37791540.0,42048631,Steglitz - Zehlendorf,Drakestr.,52.41156,13.29248,Entire home/apt,130,5,6,0.22,8,108,2,high_price
46,5.53588e+17,3044214,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.34724,13.65971,Entire home/apt,100,6,0,0.0,4,182,0,high_price
47,52097099.0,421809219,Reinickendorf,West 2,52.62783,13.23255,Entire home/apt,124,2,0,0.0,1,356,0,high_price
48,13617339.0,68802527,Spandau,Falkenhagener Feld,52.55857,13.12936,Entire home/apt,105,4,2,0.03,2,364,0,high_price
49,12663599.0,68802527,Spandau,Falkenhagener Feld,52.55863,13.13146,Entire home/apt,150,5,12,0.17,2,364,0,high_price
50,50798393.0,410568784,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.38736,13.12394,Entire home/apt,172,2,7,0.87,1,85,7,high_price
53,51632252.0,93707699,Pankow,Buch,52.64712,13.52637,Private room,45,1,12,1.67,2,138,12,middle_price
54,41899934.0,93707699,Pankow,Buch,52.64747,13.52783,Private room,45,1,33,1.29,2,6,19,middle_price
55,53246140.0,39450649,Pankow,Buch,52.631359,13.518578,Entire home/apt,39,1,0,0.0,21,354,0,middle_price
56,3176.0,3718,Pankow,Prenzlauer Berg Südwest,52.53471,13.4181,Entire home/apt,90,92,147,0.95,1,172,0,high_price
57,3309.0,4108,Tempelhof - Schöneberg,Schöneberg-Nord,52.49884,13.3494,Private room,29,7,27,0.26,1,140,0,low_price
58,7071.0,17391,Pankow,Helmholtzplatz,52.54301,13.41534,Private room,33,1,293,1.91,1,0,0,low_price
59,9991.0,33852,Pankow,Prenzlauer Berg Südwest,52.53269,13.41805,Entire home/apt,180,6,8,0.1,1,0,0,high_price
60,14325.0,55531,Pankow,Prenzlauer Berg Nordwest,52.54813,13.40366,Entire home/apt,70,95,26,0.18,3,234,1,middle_price
61,16644.0,64696,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50312,13.43508,Entire home/apt,90,60,48,0.33,2,202,0,high_price
62,17904.0,68997,Neukölln,Reuterstraße,52.49419,13.42166,Entire home/apt,25,92,298,2.02,1,114,19,low_price
63,20858.0,71331,Pankow,Prenzlauer Berg Südwest,52.53711,13.40888,Entire home/apt,170,3,93,0.81,1,143,7,high_price
64,21869.0,64696,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5046,13.43374,Entire home/apt,70,60,60,0.43,2,211,0,middle_price
65,22438.0,86159,Mitte,Brunnenstr. Süd,52.53408,13.38871,Entire home/apt,65,90,182,1.36,1,173,1,middle_price
66,22677.0,87357,Mitte,Brunnenstr. Süd,52.53355,13.40476,Entire home/apt,100,2,349,2.5,1,183,40,high_price
67,23834.0,94918,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49134,13.37975,Entire home/apt,65,185,99,0.69,1,0,0,middle_price
68,24569.0,99662,Pankow,Prenzlauer Berg Süd,52.52931,13.41999,Entire home/apt,146,5,24,0.17,1,104,3,high_price
70,28156.0,55531,Pankow,Prenzlauer Berg Nordwest,52.54804,13.40349,Entire home/apt,80,95,34,0.25,3,198,2,middle_price
71,29279.0,54283,Pankow,Helmholtzplatz,52.54367,13.42431,Entire home/apt,80,92,78,0.56,3,44,2,middle_price
72,30295.0,485838,Pankow,Helmholtzplatz,52.54596,13.42291,Entire home/apt,110,4,337,2.4,4,272,33,high_price
73,33728.0,145808,Charlottenburg-Wilm.,Halensee,52.49884,13.30326,Entire home/apt,29,70,22,0.16,3,158,0,low_price
74,35152.0,151248,Mitte,Brunnenstr. Süd,52.5349,13.39857,Private room,80,2,25,0.19,1,79,5,middle_price
75,37004.0,159734,Tempelhof - Schöneberg,Schöneberg-Nord,52.49376,13.36408,Private room,37,10,26,0.18,1,277,1,middle_price
76,37554.0,161823,Mitte,Regierungsviertel,52.50906,13.39374,Entire home/apt,19,5,8,0.12,1,0,0,low_price
77,38074.0,163384,Pankow,Prenzlauer Berg Süd,52.53713,13.42473,Entire home/apt,99,92,107,0.76,9,263,1,high_price
78,40600.0,174970,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48968,13.41993,Private room,53,3,50,0.41,2,0,0,middle_price
79,41217.0,179110,Pankow,Prenzlauer Berg Südwest,52.5378,13.41287,Private room,43,15,70,0.5,1,0,0,middle_price
80,41306.0,179872,Pankow,Prenzlauer Berg Süd,52.53163,13.42152,Private room,49,1,1,0.01,1,0,0,middle_price
81,42809.0,186851,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51099,13.45642,Entire home/apt,139,4,179,1.32,1,120,17,high_price
82,44083.0,193038,Treptow - Köpenick,Alt  Treptow,52.48938,13.44141,Private room,50,2,23,0.17,1,157,3,middle_price
83,44423.0,194957,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50943,13.45458,Private room,56,82,105,0.75,1,0,0,middle_price
84,47938.0,218479,Pankow,Prenzlauer Berg Südwest,52.53197,13.41994,Entire home/apt,169,5,40,0.29,1,0,0,high_price
85,55853.0,264072,Charlottenburg-Wilm.,Neue Kantstraße,52.50469,13.29409,Entire home/apt,55,92,16,0.15,1,289,1,middle_price
87,58041.0,145808,Mitte,Brunnenstr. Süd,52.52826,13.39135,Entire home/apt,74,90,73,0.6,3,95,0,middle_price
88,58780.0,281614,Pankow,Prenzlauer Berg Süd,52.53572,13.42739,Entire home/apt,118,5,46,0.36,2,219,1,high_price
89,64014.0,312896,Mitte,Brunnenstr. Nord,52.54058947,13.40300626,Entire home/apt,159,3,14,0.11,1,226,3,high_price
90,64245.0,312373,Pankow,Prenzlauer Berg Nordwest,52.54718,13.40528,Private room,60,2,59,0.45,1,81,2,middle_price
91,64590.0,315681,Neukölln,Reuterstraße,52.49337,13.42555,Entire home/apt,115,5,48,0.38,1,8,3,high_price
92,68448.0,163384,Pankow,Prenzlauer Berg Nord,52.55004,13.41518,Entire home/apt,64,3,321,2.44,9,346,19,middle_price
93,72079.0,261488,Charlottenburg-Wilm.,Kantstraße,52.5078,13.31867,Entire home/apt,83,3,64,0.59,1,229,4,high_price
94,80843.0,437628,Charlottenburg-Wilm.,Schmargendorf,52.4807426,13.28902853,Entire home/apt,49,2,124,0.93,2,0,0,middle_price
95,81049.0,249501,Mitte,Regierungsviertel,52.52142,13.38983,Entire home/apt,150,4,46,0.35,1,222,3,high_price
96,81081.0,425899,Pankow,Prenzlauer Berg Nord,52.55064,13.41466,Entire home/apt,66,3,341,2.57,1,12,36,middle_price
97,83614.0,456085,Pankow,Helmholtzplatz,52.54677,13.41894,Entire home/apt,196,2,329,2.46,2,279,22,high_price
98,85560.0,451311,Mitte,Alexanderplatz,52.53036,13.38137,Entire home/apt,79,3,99,1.18,2,178,6,middle_price
99,86090.0,472567,Pankow,Prenzlauer Berg Nord,52.54715,13.42657,Entire home/apt,89,3,160,1.22,4,272,26,high_price
100,89102.0,485838,Pankow,Prenzlauer Berg Südwest,52.54048,13.41087,Entire home/apt,106,4,62,0.47,4,6,1,high_price
102,103644.0,145808,Charlottenburg-Wilm.,Halensee,52.49857,13.30332,Entire home/apt,40,70,32,0.24,3,175,0,middle_price
103,111579.0,570951,Mitte,Alexanderplatz,52.5272,13.40952,Entire home/apt,75,5,114,0.9,1,0,0,middle_price
104,115576.0,584750,Pankow,Blankenfelde/Niederschönhausen,52.58178,13.3962,Entire home/apt,75,2,15,0.14,1,257,6,middle_price
105,117649.0,594164,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49989,13.4448,Entire home/apt,68,92,85,0.65,1,82,0,middle_price
106,127708.0,632174,Mitte,Alexanderplatz,52.52536,13.40488,Entire home/apt,89,2,562,4.45,5,80,14,high_price
107,128827.0,632971,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50894,13.46075,Entire home/apt,69,7,24,0.28,1,10,3,middle_price
108,135097.0,662534,Tempelhof - Schöneberg,Schöneberg-Nord,52.49944,13.34685,Entire home/apt,96,1,283,2.18,1,109,25,high_price
109,143605.0,696492,Neukölln,Schillerpromenade,52.47649,13.42541,Entire home/apt,55,60,67,0.52,1,135,2,middle_price
110,145249.0,1853661,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51604,13.46059,Private room,70,2,144,1.23,1,0,8,middle_price
111,147339.0,712073,Tempelhof - Schöneberg,Schöneberg-Süd,52.48033,13.3609,Entire home/apt,55,3,232,1.8,1,171,31,middle_price
112,151249.0,728298,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49681,13.41758,Entire home/apt,80,10,19,0.24,1,336,2,middle_price
113,156010.0,750165,Mitte,Alexanderplatz,52.51727,13.42393,Entire home/apt,36,90,96,0.74,1,147,0,middle_price
114,157839.0,671536,Mitte,Moabit West,52.5314,13.34158,Private room,35,1,319,2.53,1,80,9,middle_price
116,163411.0,779213,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49919,13.43648,Entire home/apt,110,5,24,0.19,1,27,4,high_price
117,164475.0,784423,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50266,13.43547,Private room,50,7,16,0.16,2,42,6,middle_price
118,168615.0,803717,Pankow,Blankenburg/Heinersdorf/Märchenland,52.58045,13.44398,Entire home/apt,49,2,13,0.11,1,264,6,middle_price
119,170652.0,814026,Mitte,Brunnenstr. Nord,52.54533,13.39887,Private room,50,5,7,0.06,1,346,0,middle_price
120,173153.0,826546,Mitte,Alexanderplatz,52.52889,13.40726,Entire home/apt,80,2,33,0.26,1,79,0,middle_price
121,174391.0,833209,Mitte,Brunnenstr. Süd,52.52959,13.39763,Private room,42,1,1,0.01,1,0,0,middle_price
122,174547.0,833995,Mitte,Alexanderplatz,52.51107,13.41645,Entire home/apt,103,90,31,0.25,4,0,0,high_price
123,174560.0,833995,Mitte,Alexanderplatz,52.51112,13.41596,Entire home/apt,78,60,56,0.47,4,0,0,middle_price
124,174576.0,833995,Mitte,Alexanderplatz,52.51101,13.41584,Entire home/apt,103,60,41,0.33,4,0,0,high_price
125,174579.0,833995,Mitte,Alexanderplatz,52.50898,13.41535,Entire home/apt,78,60,81,0.66,4,0,0,middle_price
126,175667.0,839532,Tempelhof - Schöneberg,Schöneberg-Süd,52.49037,13.34143,Entire home/apt,45,180,8,0.06,1,246,0,middle_price
129,176396.0,843558,Reinickendorf,Ost 2,52.57217,13.35152,Private room,21,1,11,0.17,1,0,0,low_price
130,176852.0,845790,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49283,13.43872,Entire home/apt,70,3,1,0.01,1,48,0,middle_price
131,178347.0,853446,Neukölln,Reuterstraße,52.48743,13.42896,Entire home/apt,76,2,71,0.56,1,78,0,middle_price
133,180440.0,864399,Charlottenburg-Wilm.,Neue Kantstraße,52.499,13.30171,Entire home/apt,43,60,27,0.23,1,59,4,middle_price
134,181160.0,868282,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49351,13.42124,Private room,40,2,494,3.82,2,51,13,middle_price
135,183988.0,882801,Charlottenburg-Wilm.,Neue Kantstraße,52.50001,13.30349,Entire home/apt,71,2,472,3.8,1,275,23,middle_price
136,185960.0,893191,Neukölln,Reuterstraße,52.48378,13.43379,Private room,29,7,16,0.12,1,0,0,low_price
137,186663.0,897302,Steglitz - Zehlendorf,Zehlendorf  Nord,52.4343,13.23037,Entire home/apt,90,122,15,0.12,4,264,0,high_price
138,186851.0,898345,Tempelhof - Schöneberg,Schöneberg-Nord,52.49281,13.34951,Entire home/apt,37,92,55,0.46,1,169,1,middle_price
139,188922.0,910884,Pankow,Prenzlauer Berg Südwest,52.53243,13.41645,Entire home/apt,45,28,14,0.11,1,0,0,middle_price
140,189288.0,907038,Pankow,Prenzlauer Berg Ost,52.53822,13.45771,Entire home/apt,115,3,89,0.74,1,220,1,high_price
141,189596.0,914711,Mitte,Brunnenstr. Süd,52.53008,13.39961,Entire home/apt,80,4,79,0.62,1,0,0,middle_price
142,190448.0,920085,Neukölln,Buckow Nord,52.43973,13.46044,Entire home/apt,52,3,30,0.25,2,165,6,middle_price
143,191023.0,923408,Mitte,Alexanderplatz,52.51398,13.40711,Private room,55,1,40,0.43,1,0,0,middle_price
144,192050.0,929861,Pankow,Pankow Süd,52.57243,13.42076,Entire home/apt,48,183,30,0.24,2,89,0,middle_price
145,192499.0,868282,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49188,13.42081,Private room,45,2,544,4.21,2,50,42,middle_price
146,193601.0,939230,Pankow,Pankow Süd,52.55527,13.42104,Entire home/apt,75,3,0,0.0,1,0,0,middle_price
147,194124.0,913825,Charlottenburg-Wilm.,Halensee,52.49787,13.29706,Entire home/apt,62,92,3,0.04,2,358,0,middle_price
148,194374.0,943996,Lichtenberg,Karlshorst,52.4766,13.50838,Entire home/apt,65,3,51,0.41,4,237,5,middle_price
149,194465.0,944530,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52023,13.44703,Entire home/apt,75,3,201,1.59,1,76,18,middle_price
151,197291.0,1311026,Pankow,Blankenburg/Heinersdorf/Märchenland,52.58042,13.44493,Entire home/apt,119,7,60,0.47,1,333,6,high_price
152,197850.0,964971,Pankow,Prenzlauer Berg Südwest,52.5387,13.41346,Entire home/apt,89,3,247,1.94,1,79,0,high_price
153,198239.0,868242,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50301,13.41506,Entire home/apt,76,3,108,1.01,1,0,4,middle_price
154,198584.0,969532,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49713,13.32525,Private room,45,7,13,0.15,2,316,0,middle_price
155,200125.0,977942,Steglitz - Zehlendorf,Zehlendorf  Nord,52.43704,13.22343,Entire home/apt,89,60,0,0.0,1,365,0,high_price
156,205296.0,1009105,Neukölln,Rudow,52.41363,13.50172,Entire home/apt,100,5,3,0.1,1,358,2,high_price
157,207740.0,1022663,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50035,13.43736,Entire home/apt,195,7,12,0.21,1,0,0,high_price
158,208495.0,965569,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51399,13.46324,Entire home/apt,150,2,0,0.0,1,0,0,high_price
159,209649.0,1033300,Charlottenburg-Wilm.,Kantstraße,52.50936,13.3023,Private room,42,7,47,0.37,1,48,0,middle_price
160,210734.0,1039350,Mitte,Moabit West,52.52183,13.33318,Entire home/apt,175,3,314,2.46,1,78,0,high_price
161,212348.0,1095251,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51012,13.46212,Entire home/apt,123,2,8,0.26,1,0,4,high_price
162,212470.0,1095682,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49757,13.38215,Private room,40,5,5,0.11,1,0,0,middle_price
163,214518.0,156897,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.5189,13.3009,Private room,38,1,34,0.29,1,333,12,middle_price
164,220445.0,1142834,Charlottenburg-Wilm.,Mierendorffplatz,52.52545,13.29847,Entire home/apt,46,30,28,0.26,1,243,3,middle_price
165,221015.0,1146238,Mitte,Wedding Zentrum,52.54223,13.35284,Entire home/apt,78,1,546,4.29,2,36,23,middle_price
166,222784.0,1156924,Mitte,Moabit West,52.52875,13.34062,Entire home/apt,49,55,208,1.66,2,202,4,middle_price
167,223622.0,913422,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51495,13.44469,Entire home/apt,45,2,6,0.05,1,0,0,middle_price
169,229099.0,1196119,Treptow - Köpenick,Altglienicke,52.40484,13.53339,Private room,35,1,298,2.41,1,39,39,middle_price
170,229348.0,1195177,Mitte,Moabit Ost,52.5197,13.34206,Entire home/apt,79,5,93,0.74,2,267,2,middle_price
171,229363.0,1195177,Mitte,Moabit Ost,52.52265,13.3419,Entire home/apt,79,5,72,0.63,2,140,9,middle_price
172,229776.0,956350,Mitte,Alexanderplatz,52.52861,13.40527,Private room,46,3,185,1.45,1,243,16,middle_price
173,230411.0,1204085,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49802,13.4409,Private room,40,3,5,0.04,1,0,1,middle_price
174,230611.0,1205340,Tempelhof - Schöneberg,Lichtenrade,52.39095,13.39185,Entire home/apt,90,92,7,0.06,1,158,1,high_price
175,231598.0,1210839,Tempelhof - Schöneberg,Schöneberg-Nord,52.49132,13.35102,Entire home/apt,44,180,62,0.51,1,267,0,middle_price
176,233083.0,1219893,Charlottenburg-Wilm.,Neue Kantstraße,52.50587,13.29551,Entire home/apt,98,10,39,0.31,1,120,0,high_price
177,233453.0,1221935,Neukölln,Reuterstraße,52.48342,13.43774,Private room,32,2,30,0.24,1,0,0,low_price
178,233770.0,1224097,Marzahn - Hellersdorf,Mahlsdorf,52.47798,13.60628,Entire home/apt,59,3,43,0.44,1,258,7,middle_price
179,237670.0,920085,Neukölln,Buckow Nord,52.44127,13.46116,Entire home/apt,45,3,30,0.38,2,252,11,middle_price
180,238396.0,1250154,Pankow,Prenzlauer Berg Südwest,52.53218,13.41571,Entire home/apt,70,3,520,4.12,2,1,32,middle_price
181,239139.0,1254352,Mitte,Brunnenstr. Süd,52.5362,13.39772,Entire home/apt,99,92,103,0.82,1,82,1,high_price
182,240169.0,1259589,Neukölln,Neuköllner Mitte/Zentrum,52.47751,13.43739,Private room,22,3,147,1.97,2,0,0,low_price
183,242794.0,1274606,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51367,13.45527,Entire home/apt,125,4,74,0.61,1,210,7,high_price
184,242908.0,1275359,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.41643,13.16445,Entire home/apt,75,5,0,0.0,2,237,0,middle_price
185,242978.0,1275576,Mitte,Moabit West,52.52826,13.33044,Entire home/apt,57,2,149,1.33,6,232,27,middle_price
186,243057.0,1275795,Mitte,Moabit West,52.53094,13.33453,Entire home/apt,190,2,40,0.47,1,340,5,high_price
187,243063.0,1275846,Mitte,Alexanderplatz,52.52779,13.39108,Entire home/apt,100,2,302,2.55,2,150,27,high_price
188,243081.0,1275846,Mitte,Brunnenstr. Süd,52.52983,13.39275,Entire home/apt,102,1,244,2.04,2,158,25,high_price
189,243238.0,1276585,Treptow - Köpenick,Johannisthal,52.44612,13.49829,Entire home/apt,75,2,135,1.57,1,278,31,middle_price
190,245744.0,1289259,Mitte,Regierungsviertel,52.52024,13.3907,Entire home/apt,149,4,133,1.08,1,177,7,high_price
191,248375.0,1301421,Charlottenburg-Wilm.,Kantstraße,52.50819,13.31214,Private room,66,1,17,0.14,3,0,1,middle_price
192,249419.0,1306624,Pankow,Helmholtzplatz,52.54339,13.42615,Entire home/apt,99,3,184,1.48,1,3,1,high_price
193,250007.0,1310272,Tempelhof - Schöneberg,Schöneberg-Nord,52.49512,13.35251,Entire home/apt,59,2,209,1.78,1,90,33,middle_price
194,250023.0,1310277,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49774,13.33644,Entire home/apt,50,60,49,0.41,2,198,1,middle_price
195,250030.0,1310277,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49806,13.33387,Entire home/apt,45,92,10,0.09,2,202,3,middle_price
196,250253.0,1311309,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51792,13.30729,Entire home/apt,102,3,41,0.44,4,270,7,high_price
198,250687.0,1310866,Tempelhof - Schöneberg,Schöneberg-Süd,52.48471,13.35982,Entire home/apt,60,3,58,0.49,2,21,19,middle_price
199,250704.0,1314462,Tempelhof - Schöneberg,Marienfelde,52.42191,13.37495,Entire home/apt,65,5,35,0.36,1,299,4,middle_price
200,250707.0,1311309,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51792,13.30729,Entire home/apt,62,3,15,0.14,4,286,5,middle_price
201,250729.0,1311309,Tempelhof - Schöneberg,Friedenau,52.47013,13.34851,Entire home/apt,88,3,12,0.2,4,258,3,high_price
202,250753.0,1311309,Mitte,Tiergarten Süd,52.49953,13.36546,Entire home/apt,102,3,32,0.62,4,241,11,high_price
203,250871.0,386940,Tempelhof - Schöneberg,Schöneberg-Süd,52.48538,13.34681,Entire home/apt,78,5,18,0.19,2,280,3,middle_price
204,251398.0,1318500,Spandau,Heerstraße Nord,52.51432,13.17765,Private room,40,1,54,0.46,1,16,4,middle_price
205,252967.0,1328326,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51182,13.47093,Private room,35,2,40,0.33,3,0,0,middle_price
206,252993.0,1328326,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51182,13.47093,Private room,30,2,177,1.49,3,0,0,low_price
207,253005.0,1328326,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51182,13.47093,Private room,30,2,56,0.45,3,0,0,low_price
208,255368.0,1341919,Neukölln,Reuterstraße,52.48584,13.42869,Private room,18,6,14,0.29,1,0,0,low_price
209,255557.0,1343263,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50786,13.46703,Entire home/apt,69,2,211,1.79,1,95,36,middle_price
210,255722.0,1344455,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49707,13.3849,Entire home/apt,80,3,157,1.26,1,198,26,middle_price
211,255778.0,1344754,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49769,13.44399,Entire home/apt,95,2,223,2.45,1,174,0,high_price
212,255829.0,1345035,Tempelhof - Schöneberg,Lichtenrade,52.39203,13.41021,Entire home/apt,63,3,91,0.79,2,239,19,middle_price
213,255912.0,1345381,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50702,13.46821,Entire home/apt,84,5,135,1.16,1,66,9,high_price
214,257317.0,1354122,Tempelhof - Schöneberg,Friedenau,52.46387,13.34225,Entire home/apt,75,2,115,1.01,3,206,14,middle_price
215,257373.0,1303212,Pankow,Prenzlauer Berg Südwest,52.53949,13.41615,Entire home/apt,122,1,173,1.4,1,120,0,high_price
216,263817.0,1152791,Neukölln,Reuterstraße,52.4894,13.42763,Private room,29,2,15,0.34,1,110,0,low_price
