,id,host_id,neighborhood_group,neighborhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,host_listings_count,availability_365,num_reviews_ltm,price_category
15083,48732044.0,200195304,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51382,13.44929,Entire home/apt,75,5,44,3.66,2,85,44,middle_price
15085,48735759.0,45734256,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49957,13.41604,Entire home/apt,55,85,0,0.0,1,87,0,middle_price
15086,48745804.0,120054754,Tempelhof - Schöneberg,Schöneberg-Süd,52.48675,13.36324,Entire home/apt,71,4,42,3.61,1,154,42,middle_price
15087,48745871.0,392212504,Mitte,Regierungsviertel,52.507736,13.388472,Private room,140,1,13,1.63,2,359,13,high_price
15088,48749186.0,393263341,Charlottenburg-Wilm.,Halensee,52.4991,13.30155,Entire home/apt,50,5,7,0.9,2,19,7,middle_price
15089,48749714.0,45890233,Tempelhof - Schöneberg,Schöneberg-Süd,52.49192,13.33865,Private room,45,1,13,1.14,1,23,13,middle_price
15090,48750204.0,7454471,Mitte,Moabit Ost,52.533142,13.367791,Entire home/apt,55,3,10,1.06,1,9,10,middle_price
15091,48778872.0,5543248,Pankow,Helmholtzplatz,52.5408,13.41726,Entire home/apt,90,4,1,1.0,2,81,1,high_price
15092,48779118.0,46357364,Mitte,Regierungsviertel,52.51021,13.39727,Entire home/apt,80,30,8,0.69,9,81,8,middle_price
15093,48780157.0,58360269,Mitte,Alexanderplatz,52.52517,13.41852,Entire home/apt,110,15,0,0.0,1,307,0,high_price
15094,48785204.0,109039,Tempelhof - Schöneberg,Friedenau,52.474,13.33148,Entire home/apt,60,25,0,0.0,1,0,0,middle_price
15095,48787719.0,19553768,Treptow - Köpenick,Altglienicke,52.41811,13.54652,Private room,39,1,16,1.37,2,0,16,middle_price
15096,48798759.0,97474545,Marzahn - Hellersdorf,Mahlsdorf,52.52169,13.63693,Private room,25,2,3,0.26,1,20,3,low_price
15097,48801752.0,46357364,Mitte,Regierungsviertel,52.5104,13.39842,Entire home/apt,80,30,11,0.93,9,81,11,middle_price
15098,48803304.0,1361440,Marzahn - Hellersdorf,Mahlsdorf,52.52121,13.62801,Entire home/apt,50,2,8,0.69,1,106,8,middle_price
15099,48837066.0,31206168,Pankow,Prenzlauer Berg Süd,52.53381,13.4215,Private room,80,1,0,0.0,1,365,0,middle_price
15100,48838513.0,1842620,Pankow,Pankow Süd,52.55521,13.41539,Entire home/apt,50,90,1,0.17,1,98,1,middle_price
15102,48844867.0,394002886,Charlottenburg-Wilm.,Mierendorffplatz,52.52586,13.31008,Entire home/apt,50,5,3,0.27,1,308,3,middle_price
15103,48855933.0,75216153,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51258,13.45432,Entire home/apt,40,1,1,0.09,1,0,1,middle_price
15104,48863693.0,20353636,Neukölln,Reuterstraße,52.48821,13.43262,Private room,39,1,1,0.09,1,0,1,middle_price
15105,48864380.0,1175327,Mitte,Brunnenstr. Süd,52.53476,13.40293,Entire home/apt,99,3,28,2.86,3,144,28,high_price
15106,48868784.0,1175327,Mitte,Brunnenstr. Süd,52.53338,13.40508,Private room,47,2,35,3.49,3,13,35,middle_price
15107,48868938.0,1175327,Mitte,Brunnenstr. Süd,52.53331,13.40326,Private room,47,2,29,3.02,3,14,29,middle_price
15108,48875029.0,12364672,Lichtenberg,Fennpfuhl,52.53188,13.46888,Private room,25,7,0,0.0,1,0,0,low_price
15109,48875801.0,394239865,Mitte,Parkviertel,52.55523,13.34561,Entire home/apt,73,2,15,4.89,1,103,15,middle_price
15110,48876765.0,28035407,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51016,13.46694,Entire home/apt,58,2,21,1.78,1,0,21,middle_price
15111,48897000.0,247205056,Tempelhof - Schöneberg,Marienfelde,52.408001,13.35974,Entire home/apt,50,5,2,0.27,1,52,2,middle_price
15112,48901857.0,7022268,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51516,13.3175,Entire home/apt,15,7,1,0.09,1,21,1,low_price
15113,48911958.0,2098554,Mitte,Brunnenstr. Süd,52.53124,13.39962,Entire home/apt,100,3,1,0.21,1,22,1,high_price
15114,48912169.0,7399749,Mitte,Brunnenstr. Nord,52.54177,13.37213,Entire home/apt,34,14,2,0.2,1,0,2,low_price
15115,48916310.0,429311,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50979,13.4679,Private room,43,2,23,2.07,1,16,23,middle_price
15116,48939581.0,11841801,Pankow,Prenzlauer Berg Südwest,52.53859,13.4228,Entire home/apt,80,7,0,0.0,2,317,0,middle_price
15117,48950604.0,394792253,Pankow,Weißensee,52.55602,13.43053,Entire home/apt,129,1,24,2.22,1,299,24,high_price
15118,48986243.0,176541683,Tempelhof - Schöneberg,Schöneberg-Süd,52.48716,13.36467,Entire home/apt,73,6,41,3.57,1,123,41,middle_price
15119,48986514.0,393477470,Pankow,Prenzlauer Berg Süd,52.53342,13.43173,Private room,52,2,12,1.31,1,117,12,middle_price
15120,48987728.0,368264,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48971,13.33524,Private room,45,1,14,1.42,2,76,14,middle_price
15121,48988373.0,62139339,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50913,13.46577,Entire home/apt,90,10,12,1.39,1,19,12,high_price
15122,49004425.0,60169111,Charlottenburg-Wilm.,Kantstraße,52.50831,13.319,Entire home/apt,150,60,0,0.0,1,49,0,high_price
15123,49005727.0,2560354,Mitte,Parkviertel,52.54715,13.35211,Entire home/apt,65,14,3,0.69,1,171,3,middle_price
15124,49009339.0,53808299,Mitte,Brunnenstr. Nord,52.5479,13.38166,Private room,45,2,20,2.24,1,31,20,middle_price
15125,49009851.0,358991427,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48975,13.33263,Entire home/apt,90,14,1,0.19,1,293,1,high_price
15126,49011234.0,347634479,Mitte,Brunnenstr. Nord,52.5389,13.38413,Shared room,30,2,2,0.24,1,177,2,low_price
15127,49023670.0,70552356,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.4329,13.16522,Entire home/apt,50,14,0,0.0,1,159,0,middle_price
15128,49027337.0,395386192,Mitte,Moabit West,52.53133,13.3268,Private room,25,10,1,0.09,1,0,1,low_price
15129,49034569.0,62806514,Spandau,Wilhelmstadt,52.52895,13.19355,Private room,119,1,12,1.69,1,336,12,high_price
15130,49035554.0,43322389,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51343,13.46116,Entire home/apt,41,3,2,0.18,1,52,2,middle_price
15131,49037708.0,9181300,Pankow,Prenzlauer Berg Süd,52.53683,13.42848,Entire home/apt,107,3,0,0.0,1,190,0,high_price
15132,49050426.0,22981991,Neukölln,Neuköllner Mitte/Zentrum,52.48155,13.42639,Entire home/apt,65,7,2,0.37,1,0,2,middle_price
15133,49053738.0,265491291,Mitte,Brunnenstr. Süd,52.53293,13.39791,Entire home/apt,70,2,2,0.17,1,0,2,middle_price
15134,49065947.0,148173822,Charlottenburg-Wilm.,Westend,52.51839,13.27895,Private room,45,1,0,0.0,3,359,0,middle_price
15135,49068784.0,395722282,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50763,13.46028,Entire home/apt,138,3,25,2.88,5,357,25,high_price
15136,49069452.0,301187250,Pankow,Prenzlauer Berg Südwest,52.53936,13.41874,Entire home/apt,100,21,1,0.26,1,7,1,high_price
15137,49070135.0,290026890,Tempelhof - Schöneberg,Schöneberg-Nord,52.5002,13.35273,Entire home/apt,87,1,992,91.85,8,335,992,high_price
15138,49072557.0,371774383,Reinickendorf,West 4,52.56458,13.32074,Entire home/apt,50,30,0,0.0,1,0,0,middle_price
15139,49072912.0,15570002,Mitte,Moabit Ost,52.53023,13.36208,Entire home/apt,39,92,0,0.0,2,80,0,middle_price
15140,49076675.0,15570002,Mitte,Moabit Ost,52.5307,13.36132,Entire home/apt,39,92,5,0.55,2,31,5,middle_price
15141,49083112.0,395722282,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50969,13.45976,Entire home/apt,147,3,47,5.49,5,323,47,high_price
15142,49083205.0,395722282,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50934,13.46052,Entire home/apt,147,3,18,2.13,5,286,18,high_price
15143,49083210.0,395722282,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50783,13.45868,Entire home/apt,158,3,55,6.16,5,207,55,high_price
15144,49084234.0,395722282,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50748,13.46045,Entire home/apt,153,3,20,1.81,5,128,20,high_price
15145,49086464.0,290026890,Tempelhof - Schöneberg,Schöneberg-Nord,52.5002,13.35273,Entire home/apt,106,1,83,7.69,8,336,83,high_price
15146,49086677.0,290026890,Tempelhof - Schöneberg,Schöneberg-Nord,52.5002,13.35273,Entire home/apt,95,1,17,1.61,8,321,17,high_price
15147,49086780.0,290026890,Tempelhof - Schöneberg,Schöneberg-Nord,52.5002,13.35273,Entire home/apt,101,1,63,5.96,8,336,63,high_price
15148,49087087.0,290026890,Tempelhof - Schöneberg,Schöneberg-Nord,52.5002,13.35273,Entire home/apt,130,1,26,2.41,8,330,26,high_price
15149,49087222.0,290026890,Tempelhof - Schöneberg,Schöneberg-Nord,52.5002,13.35273,Entire home/apt,135,1,16,1.5,8,335,16,high_price
15150,49087312.0,290026890,Tempelhof - Schöneberg,Schöneberg-Nord,52.5002,13.35273,Entire home/apt,175,1,3,0.29,8,295,3,high_price
15153,49106605.0,267172624,Treptow - Köpenick,Grünau,52.42008,13.58001,Shared room,21,7,1,0.37,2,313,1,low_price
15154,49120997.0,91457234,Lichtenberg,Karlshorst,52.49074,13.52724,Entire home/apt,60,2,0,0.0,1,0,0,middle_price
15155,49125298.0,188371179,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.52098,13.32667,Entire home/apt,79,1,30,3.73,3,97,30,middle_price
15156,49125476.0,188371179,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.52126,13.32806,Entire home/apt,58,1,35,4.38,3,342,35,middle_price
15157,49142968.0,202728548,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51903,13.3167,Shared room,15,2,6,0.55,2,0,6,low_price
15158,49149462.0,347469573,Tempelhof - Schöneberg,Schöneberg-Nord,52.49936,13.35358,Entire home/apt,55,90,0,0.0,1,365,0,middle_price
15159,49150132.0,396437301,Pankow,Prenzlauer Berg Süd,52.53831,13.42892,Shared room,24,1,2,0.24,1,89,2,low_price
15160,49167726.0,246684,Pankow,Prenzlauer Berg Süd,52.53036,13.42826,Entire home/apt,100,20,0,0.0,1,0,0,high_price
15161,49174966.0,170518293,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50391,13.39499,Private room,45,10,0,0.0,1,0,0,middle_price
15162,49184022.0,390058200,Mitte,Alexanderplatz,52.52753,13.40862,Entire home/apt,144,1,8,1.09,10,319,8,high_price
15163,49184046.0,390058200,Mitte,Alexanderplatz,52.52783,13.40712,Entire home/apt,160,1,10,1.14,10,342,10,high_price
15164,49184109.0,390058200,Mitte,Alexanderplatz,52.52608,13.40864,Entire home/apt,173,1,1,1.0,10,314,1,high_price
15165,49209064.0,39045654,Pankow,Prenzlauer Berg Ost,52.5391,13.44597,Entire home/apt,57,5,3,1.14,1,0,3,middle_price
15166,49209208.0,135837636,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50634,13.43892,Private room,50,5,0,0.0,2,0,0,middle_price
15167,49219368.0,305500187,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49438,13.40678,Private room,117,2,4,0.75,1,309,4,high_price
15168,49222177.0,9874903,Pankow,Weißensee,52.55161284,13.43254835,Entire home/apt,78,3,0,0.0,1,21,0,middle_price
15169,49222323.0,396598865,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51147,13.45754,Entire home/apt,68,14,5,0.68,1,6,5,middle_price
15170,49226837.0,46070872,Neukölln,Neuköllner Mitte/Zentrum,52.48382,13.4282,Private room,39,1,19,1.79,2,157,19,middle_price
15172,49239291.0,45832597,Tempelhof - Schöneberg,Schöneberg-Süd,52.49304,13.33846,Entire home/apt,43,1,2,0.19,1,0,2,middle_price
15173,49244277.0,66347918,Mitte,Brunnenstr. Süd,52.53651,13.39717,Entire home/apt,95,2,0,0.0,1,61,0,high_price
15174,49252137.0,8710651,Neukölln,Reuterstraße,52.49004,13.4337,Entire home/apt,35,1,0,0.0,1,0,0,middle_price
15175,49258122.0,155937178,Neukölln,Reuterstraße,52.49001,13.43624,Entire home/apt,80,3,9,1.01,1,0,9,middle_price
15176,49268140.0,14135140,Mitte,Brunnenstr. Süd,52.53101,13.38818,Private room,42,1,31,2.87,1,33,31,middle_price
15177,49272461.0,91368724,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50834,13.43874,Private room,40,5,1,0.11,1,0,1,middle_price
15178,49279947.0,250648735,Neukölln,Reuterstraße,52.48428,13.42883,Private room,48,1,3,0.3,1,0,3,middle_price
15179,49297505.0,32394762,Mitte,Moabit Ost,52.5317,13.369063,Private room,68,2,1,0.09,1,85,1,middle_price
15180,49299676.0,390059085,Mitte,Alexanderplatz,52.52838,13.41057,Entire home/apt,137,1,14,1.39,8,360,14,high_price
15181,49299698.0,390059085,Pankow,Prenzlauer Berg Südwest,52.53009,13.41083,Entire home/apt,80,1,0,0.0,8,330,0,middle_price
15182,49300464.0,390059085,Pankow,Prenzlauer Berg Südwest,52.52888,13.41072,Entire home/apt,109,1,2,0.36,8,355,2,high_price
15183,49300475.0,390059085,Mitte,Alexanderplatz,52.52871,13.40935,Entire home/apt,148,1,1,1.0,8,363,1,high_price
15184,49300477.0,390059085,Pankow,Prenzlauer Berg Südwest,52.53055,13.41078,Entire home/apt,105,1,0,0.0,8,293,0,high_price
15185,49300482.0,390059085,Pankow,Prenzlauer Berg Südwest,52.53031,13.41053,Entire home/apt,164,1,5,0.74,8,359,5,high_price
15188,49300892.0,355036723,Pankow,Weißensee,52.55741,13.45877,Entire home/apt,64,1,1,1.0,1,263,1,middle_price
15189,49303891.0,256430330,Lichtenberg,Alt-Lichtenberg,52.515598,13.49199,Entire home/apt,36,1,4,0.36,1,4,4,middle_price
15190,49366419.0,335933939,Mitte,Wedding Zentrum,52.54897,13.35564,Private room,27,1,7,0.63,1,1,7,low_price
15191,49397162.0,7161494,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52164,13.45441,Entire home/apt,120,3,3,0.34,1,0,3,high_price
15192,49402312.0,115407273,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49941,13.43678,Private room,43,5,1,0.12,1,19,1,middle_price
15193,49411403.0,44183902,Mitte,Alexanderplatz,52.528,13.40671,Entire home/apt,65,2,3,0.34,1,84,3,middle_price
15194,49411423.0,84157,Neukölln,Reuterstraße,52.49174,13.42785,Entire home/apt,60,3,20,1.94,8,276,20,middle_price
15195,49413860.0,1993885,Mitte,Alexanderplatz,52.52039,13.38352,Entire home/apt,111,3,18,2.19,1,36,18,high_price
15196,49422609.0,254200,Neukölln,Neuköllner Mitte/Zentrum,52.48004,13.43385,Entire home/apt,75,2,4,0.49,1,0,4,middle_price
15197,49430969.0,18861303,Mitte,Brunnenstr. Süd,52.53139,13.40014,Entire home/apt,120,1,0,0.0,2,0,0,high_price
15198,49431648.0,43715685,Mitte,Alexanderplatz,52.50823,13.41367,Entire home/apt,66,14,3,0.33,1,0,3,middle_price
15199,49431927.0,2017815,Mitte,Alexanderplatz,52.52274,13.40326,Entire home/apt,64,7,5,0.49,1,5,5,middle_price
15200,49434243.0,16826761,Pankow,Prenzlauer Berg Südwest,52.53063,13.41017,Entire home/apt,85,4,5,0.66,1,10,5,high_price
15201,49436085.0,3332580,Mitte,Moabit Ost,52.52144,13.34963,Entire home/apt,185,2,7,0.93,1,76,7,high_price
15202,49452012.0,95914513,Reinickendorf,Ost 1,52.56972,13.37029,Entire home/apt,52,7,3,0.35,1,9,3,middle_price
15203,49453397.0,398853837,Mitte,Brunnenstr. Süd,52.535,13.40663,Private room,73,2,0,0.0,1,90,0,middle_price
15204,49456987.0,348161152,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49839,13.32364,Private room,50,5,0,0.0,2,70,0,middle_price
15205,49458830.0,34518468,Reinickendorf,Ost 2,52.56598,13.35231,Entire home/apt,129,3,7,0.76,1,232,7,high_price
15206,49464130.0,363061052,Pankow,Blankenfelde/Niederschönhausen,52.58491,13.40994,Entire home/apt,70,10,1,0.1,1,18,1,middle_price
15208,49474856.0,8311430,Mitte,Regierungsviertel,52.51096,13.40312,Entire home/apt,95,92,2,0.2,1,39,2,high_price
15209,49475241.0,395399094,Pankow,Prenzlauer Berg Süd,52.53279,13.42195,Entire home/apt,70,92,2,0.26,1,33,2,middle_price
15210,49475549.0,31639381,Tempelhof - Schöneberg,Friedenau,52.47292,13.33969,Entire home/apt,80,3,11,1.18,1,0,11,middle_price
15211,49493260.0,399171143,Neukölln,Britz,52.4379,13.41782,Private room,40,2,27,2.66,1,74,27,middle_price
15212,49497841.0,134567040,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50543,13.46856,Entire home/apt,70,3,0,0.0,1,0,0,middle_price
15213,49500462.0,108025548,Mitte,Alexanderplatz,52.5286,13.40098,Entire home/apt,133,3,6,0.71,30,319,6,high_price
15214,49500936.0,20922433,Neukölln,Schillerpromenade,52.47517,13.42595,Entire home/apt,75,5,11,1.06,1,13,11,middle_price
15215,49503568.0,399230631,Pankow,Helmholtzplatz,52.54099,13.4187,Private room,44,12,0,0.0,1,28,0,middle_price
15216,49509138.0,345525433,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49567,13.396189,Entire home/apt,141,2,274,28.15,4,245,274,high_price
15217,49510527.0,399331794,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51296,13.46591,Entire home/apt,74,3,2,0.41,1,9,2,middle_price
15218,49518351.0,2844876,Neukölln,Neuköllner Mitte/Zentrum,52.46353,13.43885,Entire home/apt,30,4,4,0.57,1,0,4,low_price
15219,49523834.0,284837787,Charlottenburg-Wilm.,Kurfürstendamm,52.503,13.32977,Entire home/apt,195,14,0,0.0,2,260,0,high_price
15220,49526821.0,242174586,Treptow - Köpenick,Alt  Treptow,52.48879,13.45116,Entire home/apt,55,7,7,0.68,1,0,7,middle_price
15221,49530791.0,399533586,Mitte,Regierungsviertel,52.51665,13.38943,Entire home/apt,100,1,7,0.73,1,109,7,high_price
15223,49536979.0,10896150,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50731,13.43644,Entire home/apt,150,5,1,0.1,1,0,1,high_price
15224,49546907.0,399006889,Mitte,Brunnenstr. Nord,52.53401,13.38687,Entire home/apt,75,4,0,0.0,1,59,0,middle_price
15225,49547223.0,36365982,Mitte,Brunnenstr. Süd,52.53457,13.37981,Entire home/apt,100,30,0,0.0,1,0,0,high_price
15226,49559692.0,380578851,Pankow,Prenzlauer Berg Ost,52.52823,13.45147,Entire home/apt,50,2,4,0.39,1,0,4,middle_price
15227,49571310.0,14514996,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5253,13.44971,Private room,35,2,0,0.0,2,0,0,middle_price
15228,49579173.0,203997165,Mitte,Moabit Ost,52.53369,13.36677,Entire home/apt,195,7,3,0.6,1,307,3,high_price
15229,49587514.0,339625555,Charlottenburg-Wilm.,Neue Kantstraße,52.50013,13.30253,Entire home/apt,67,60,1,0.48,9,202,1,middle_price
15230,49592069.0,7194747,Charlottenburg-Wilm.,Kantstraße,52.50533,13.31171,Entire home/apt,50,90,2,0.3,1,234,2,middle_price
15231,49597879.0,220021377,Mitte,Wedding Zentrum,52.54891,13.37374,Entire home/apt,68,2,59,6.46,3,48,59,middle_price
15232,49602748.0,23368778,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50087,13.44046,Entire home/apt,40,14,1,0.14,1,0,1,middle_price
15233,49603822.0,400105737,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.52123,13.32124,Entire home/apt,75,3,13,1.32,1,0,13,middle_price
15234,49606389.0,255367172,Charlottenburg-Wilm.,Düsseldorfer Straße,52.5004,13.33418,Private room,75,2,0,0.0,2,365,0,middle_price
15235,49607178.0,86473761,Lichtenberg,Neu-Hohenschönhausen Süd,52.56978,13.49989,Entire home/apt,45,1,30,3.04,1,50,30,middle_price
15236,49608707.0,26488105,Neukölln,Schillerpromenade,52.4744,13.42406,Entire home/apt,80,5,2,0.23,1,0,2,middle_price
15237,49621571.0,338955815,Mitte,Moabit Ost,52.52209,13.35749,Entire home/apt,149,1,66,6.39,10,308,66,high_price
15238,49622007.0,338955815,Mitte,Moabit Ost,52.52155,13.35552,Entire home/apt,100,1,65,6.21,10,328,65,high_price
15239,49622032.0,9540636,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51028,13.45099,Entire home/apt,80,3,7,0.88,1,21,7,middle_price
15240,49623095.0,400259665,Pankow,Prenzlauer Berg Nordwest,52.55267,13.40631,Private room,88,1,2,0.56,8,207,2,high_price
15241,49630671.0,20011614,Mitte,Alexanderplatz,52.52561,13.39835,Entire home/apt,175,2,5,0.66,1,69,5,high_price
15242,49631398.0,128077616,Pankow,Helmholtzplatz,52.54082,13.41633,Private room,119,3,0,0.0,1,364,0,high_price
15243,49631586.0,373041418,Treptow - Köpenick,Adlershof,52.43599,13.54391,Entire home/apt,90,2,18,1.84,2,161,18,high_price
15244,49653311.0,400470688,Steglitz - Zehlendorf,Drakestr.,52.43614,13.31524,Entire home/apt,56,1,10,1.09,1,228,10,middle_price
15245,49666014.0,400563866,Charlottenburg-Wilm.,Kurfürstendamm,52.50311,13.32537,Private room,64,1,50,4.84,2,168,50,middle_price
15246,49681542.0,100846740,Pankow,Prenzlauer Berg Nord,52.55283,13.41736,Entire home/apt,104,2,11,1.22,1,196,11,high_price
15248,49690070.0,4475104,Treptow - Köpenick,Oberschöneweide,52.46474,13.51273,Private room,11,7,7,0.76,4,282,7,low_price
15249,49705040.0,768518,Mitte,Alexanderplatz,52.52826197,13.40057348,Entire home/apt,149,4,0,0.0,1,37,0,high_price
15250,49707808.0,400680465,Steglitz - Zehlendorf,Teltower Damm,52.438,13.27802,Entire home/apt,80,2,8,0.85,1,74,8,middle_price
15251,49710348.0,582197,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49519,13.43199,Entire home/apt,80,5,0,0.0,3,0,0,middle_price
15252,49711035.0,180183241,Charlottenburg-Wilm.,Barstraße,52.4844,13.31686,Private room,35,1,3,0.29,1,0,3,middle_price
15253,49722465.0,271235180,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51783,13.46342,Entire home/apt,50,61,0,0.0,16,243,0,middle_price
15254,49723572.0,397634621,Treptow - Köpenick,Köpenick-Nord,52.47369,13.57221,Private room,55,2,4,0.41,1,100,4,middle_price
15255,49727369.0,363445453,Mitte,Alexanderplatz,52.52263,13.39967,Private room,104,1,219,24.51,2,338,219,high_price
15256,49732033.0,5431184,Pankow,Prenzlauer Berg Süd,52.53301,13.42521,Entire home/apt,170,60,1,0.34,6,263,1,high_price
15257,49751662.0,13518548,Mitte,Wedding Zentrum,52.55042,13.36097,Private room,45,3,0,0.0,1,0,0,middle_price
15258,49751916.0,47590819,Lichtenberg,Neu Lichtenberg,52.50692,13.49358,Entire home/apt,57,1,3,0.37,1,6,3,middle_price
15259,49754292.0,26204012,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51202,13.45301,Private room,36,1,87,8.42,2,96,87,middle_price
15260,49754464.0,20256026,Mitte,Parkviertel,52.54673,13.34579,Entire home/apt,40,40,2,0.27,1,12,2,middle_price
15261,49769540.0,154840825,Lichtenberg,Neu Lichtenberg,52.50229,13.47843,Entire home/apt,69,5,4,0.41,1,4,4,middle_price
15262,49770556.0,81229283,Steglitz - Zehlendorf,Albrechtstr.,52.45208,13.33425,Entire home/apt,58,2,25,2.46,1,16,25,middle_price
15263,49771430.0,401389605,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50239,13.43876,Entire home/apt,149,1,45,4.56,5,264,45,high_price
15264,49772516.0,401389605,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50416,13.43731,Entire home/apt,104,1,45,4.67,5,280,45,high_price
15265,49773942.0,401421261,Neukölln,Neuköllner Mitte/Zentrum,52.47431,13.43973,Entire home/apt,42,3,8,0.8,1,6,8,middle_price
15266,49784075.0,161867560,Tempelhof - Schöneberg,Schöneberg-Nord,52.49478,13.34351,Entire home/apt,119,6,1,0.16,2,0,1,high_price
15267,49787906.0,26367025,Mitte,Moabit Ost,52.53408,13.35018,Entire home/apt,50,2,8,1.0,1,0,8,middle_price
15268,49788211.0,28769840,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49824,13.43625,Private room,74,2,16,2.06,1,73,16,middle_price
15269,49788957.0,3430742,Treptow - Köpenick,Baumschulenweg,52.46881,13.48811,Entire home/apt,40,15,2,0.23,2,55,2,middle_price
15270,49822248.0,401389605,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.492222,13.397984,Entire home/apt,93,1,35,3.86,5,134,35,high_price
15271,49822999.0,401389605,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49715,13.30946,Entire home/apt,96,1,9,1.32,5,128,9,high_price
15272,49831249.0,5206815,Mitte,Moabit Ost,52.53408,13.35443,Private room,69,1,1,0.14,1,3,1,middle_price
15273,49835542.0,43238879,Lichtenberg,Neu Lichtenberg,52.50824,13.49687,Entire home/apt,75,10,0,0.0,1,64,0,middle_price
15274,49844243.0,401986350,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50173,13.41092,Entire home/apt,140,1,590,58.03,2,283,590,high_price
15276,49857753.0,2346901,Pankow,Helmholtzplatz,52.54309,13.41819,Entire home/apt,122,3,25,4.01,1,130,25,high_price
15277,49858913.0,5332035,Pankow,Prenzlauer Berg Südwest,52.53579,13.42167,Entire home/apt,65,2,7,0.78,1,13,7,middle_price
15278,49873925.0,342927830,Mitte,Osloer Straße,52.55899,13.381,Entire home/apt,75,2,1,0.17,1,0,1,middle_price
15279,49875550.0,16988241,Pankow,Pankow Zentrum,52.56788,13.40178,Entire home/apt,48,7,0,0.0,1,0,0,middle_price
15280,49877382.0,249960384,Treptow - Köpenick,Johannisthal,52.43763,13.49175,Entire home/apt,35,1,15,1.55,3,78,15,middle_price
15281,49892739.0,662565,Tempelhof - Schöneberg,Schöneberg-Nord,52.4924,13.35323,Entire home/apt,98,3,10,1.28,6,226,10,high_price
15282,49897931.0,296731569,Charlottenburg-Wilm.,Neue Kantstraße,52.504101,13.29078,Private room,39,2,10,1.4,2,131,10,middle_price
15283,49897936.0,19850661,Mitte,Brunnenstr. Nord,52.54582,13.39952,Entire home/apt,120,3,2,0.29,1,0,2,high_price
15284,49904040.0,159638674,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51297,13.45912,Private room,40,5,3,0.3,1,0,3,middle_price
15285,49913857.0,115174454,Treptow - Köpenick,Rahnsdorf/Hessenwinkel,52.43365,13.70375,Entire home/apt,140,3,16,1.63,3,246,16,high_price
15286,49917549.0,402526057,Charlottenburg-Wilm.,Barstraße,52.48019,13.31888,Entire home/apt,92,2,32,4.47,1,298,32,high_price
15287,49933100.0,402655376,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49414,13.31045,Private room,74,1,89,9.71,8,355,89,middle_price
15288,49938028.0,206367813,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48968,13.39675,Private room,22,92,2,0.27,2,250,2,low_price
